source_file,json_path,title,description,current_url,new_url
plugins/operators/lvm/schema.json,(root),LVM Storage (LVMS),Local volume management for SNO and compact clusters using TopoLVM. Specify {} for all defaults.,https://docs.openshift.com/container-platform/4.21/storage/persistent_storage/persistent_storage_local/persistent-storage-using-lvms.html,
plugins/operators/lvm/schema.json,channel,Channel,"OLM subscription channel (e.g. stable, stable-4.18).",https://docs.openshift.com/container-platform/4.21/storage/persistent_storage/persistent_storage_local/persistent-storage-using-lvms.html#install-lvms-operator-cli_logical-volume-manager-storage,
plugins/operators/lvm/schema.json,deviceClasses,Device Classes,LVM volume group device class configurations. Defaults to single vg1 using all available disks.,https://docs.openshift.com/container-platform/4.21/storage/persistent_storage/persistent_storage_local/persistent-storage-using-lvms.html#lvms-creating-lvmcluster-cli_logical-volume-manager-storage,
plugins/operators/lvm/schema.json,deviceClasses.<items>.thinPoolConfig,Thin Pool Config,Thin provisioning configuration. Enables overprovisioning of storage capacity.,https://docs.openshift.com/container-platform/4.21/storage/persistent_storage/persistent_storage_local/persistent-storage-using-lvms.html#lvms-creating-lvmcluster-cli_logical-volume-manager-storage,
plugins/operators/odf/schema.json,(root),OpenShift Data Foundation (ODF),Ceph-based distributed storage for HA clusters (3+ nodes with data disks). Specify {} for all defaults.,https://docs.redhat.com/en/documentation/red_hat_openshift_data_foundation/4.18,
plugins/operators/odf/schema.json,channel,Channel,"OLM subscription channel. Version-pinned (e.g. stable-4.18, stable-4.19).",https://docs.redhat.com/en/documentation/red_hat_openshift_data_foundation/4.18/html/deploying_openshift_data_foundation_using_bare_metal_infrastructure/deploy-using-local-storage-devices-bm,
plugins/operators/odf/schema.json,storageCluster,Storage Cluster,"StorageCluster CR configuration for Ceph-based storage pools, block devices, and replication.",https://docs.redhat.com/en/documentation/red_hat_openshift_data_foundation/4.18/html/deploying_openshift_data_foundation_using_bare_metal_infrastructure/deploy-using-local-storage-devices-bm,
schema/clusterfile.schema.json,account.pullSecret,Pull Secret,Path to file containing Red Hat pull secret JSON for registry authentication.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-obtaining-installer_installing-bare-metal,
schema/clusterfile.schema.json,cluster,Cluster,Cluster-level configuration for installation.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html,
schema/clusterfile.schema.json,cluster.arch,Architecture,CPU architecture.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#supported-platforms-for-openshift-clusters_installing-bare-metal,
schema/clusterfile.schema.json,cluster.catalogSources,Catalog Sources,Custom operator catalog sources for disconnected installations. Requires cluster.disconnected: true.,https://docs.openshift.com/container-platform/4.21/installing/disconnected_install/installing-mirroring-disconnected.html,
schema/clusterfile.schema.json,cluster.clusterType,Cluster Type,"Cluster topology. Derived from host count — do not set unless using HighlyAvailableArbiter. 1 control = SNO, 3+ controls = HighlyAvailable.",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html,
schema/clusterfile.schema.json,cluster.corePassword,Core User Password,Path to file containing the plaintext password for the 'core' OS user. Automatically included as a MachineConfig (control-plane + worker) when operators.yaml.tpl is rendered.,https://docs.openshift.com/container-platform/4.21/installing/install_config/installing-customizing.html,
schema/clusterfile.schema.json,cluster.cpuPartitioningMode,CPU Partitioning,Workload partitioning mode. AllNodes enables management workload isolation on all nodes (typically for SNO).,https://docs.openshift.com/container-platform/4.21/scalability_and_performance/ztp_far_edge/ztp-reference-cluster-configuration-for-vdu.html,
schema/clusterfile.schema.json,cluster.disconnected,Disconnected,Air-gapped cluster configuration. Presence of this key enables disconnected mode: disables default OperatorHub sources and skips internet-dependent sync jobs.,https://docs.openshift.com/container-platform/4.21/installing/disconnected_install/index-disconnected.html,
schema/clusterfile.schema.json,cluster.diskEncryption,Disk Encryption,Structured disk encryption configuration. Use cluster.tpm as shorthand for TPM2.,https://docs.openshift.com/container-platform/4.21/installing/install_config/installing-customizing.html,
schema/clusterfile.schema.json,cluster.fips,FIPS Mode,Enable FIPS 140-2/140-3 cryptographic module validation on all cluster nodes and control plane components.,https://docs.openshift.com/container-platform/4.21/installing/install_config/installing-fips.html,
schema/clusterfile.schema.json,cluster.location,Cluster Location,"Geographic or logical location label attached to ManagedCluster and InfraEnv resources (e.g. 'datacenter-1', 'eu-west'). Used by ACM for placement policies and reporting.",https://access.redhat.com/documentation/en-us/red_hat_advanced_cluster_management_for_kubernetes/2.11/html/clusters/cluster_mce_overview#managedcluster-overview,
schema/clusterfile.schema.json,cluster.manifests,Manifests,Extra Kubernetes manifests to apply during installation.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-user-infra-generate-k8s-manifest-ignition_installing-bare-metal,
schema/clusterfile.schema.json,cluster.mirrors,Image Mirrors,Registry mirrors for disconnected installations.,https://docs.openshift.com/container-platform/4.21/installing/disconnected_install/installing-mirroring-disconnected.html,
schema/clusterfile.schema.json,cluster.name,Cluster Name,"DNS-compatible cluster name (lowercase, hyphens allowed, max 63 chars).",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-configuration-parameters_installing-bare-metal,
schema/clusterfile.schema.json,cluster.platform,Platform,Target infrastructure platform for the cluster.,https://docs.openshift.com/container-platform/4.21/installing/index.html,
schema/clusterfile.schema.json,cluster.releaseDigest,Release Image Digest,SHA256 digest of the release image. Required for disconnected installs where IDMS/ICSP only trigger on digest pulls. Get with: oc adm release info quay.io/openshift-release-dev/ocp-release:<version>-<,https://docs.openshift.com/container-platform/4.21/installing/disconnected_install/index-disconnected.html,
schema/clusterfile.schema.json,cluster.sshKeys,SSH Keys,SSH public keys for node access (OpenSSH format).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#ssh-agent-using_installing-bare-metal,
schema/clusterfile.schema.json,cluster.tpm,TPM Disk Encryption,"Enable LUKS disk encryption with TPM 2.0 on the provisioned cluster. On virtual platforms (kubevirt), a persistent vTPM device is automatically added to VMs.",https://docs.openshift.com/container-platform/4.21/installing/install_config/installing-customizing.html#installation-special-config-encrypt-disk_installing-customizing,
schema/clusterfile.schema.json,cluster.version,OpenShift Version,OpenShift release version to install.,https://docs.openshift.com/container-platform/4.21/release_notes/ocp-4-21-release-notes.html,
schema/clusterfile.schema.json,hosts,Hosts,Host inventory keyed by hostname (minimum 1 host required).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.bmc",BMC,"Baseboard Management Controller (BMC) — called iDRAC on Dell servers, iLO on HP/HPE, and IPMI/Redfish on most others.",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html#bmc-addressing_ipi-install-installation-workflow,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.bmc.address",Address,"BMC endpoint (IP, FQDN, or protocol://host).",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html#bmc-addressing_ipi-install-installation-workflow,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.bmc.vendor",Vendor,"BMC hardware vendor (iDRAC on Dell, iLO on HP/HPE, IPMI on others). Controls the Redfish driver: dell→idrac-virtualmedia (iDRAC 9+) or redfish-virtualmedia (older), hp/hpe→redfish-virtualmedia (iLO5; ",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html#bmc-addressing_ipi-install-installation-workflow,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.bootMode",Boot Mode,Host boot mode for BareMetalHost provisioning.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.ignitionConfigOverride",Ignition Config Override,JSON ignition config merged during discovery for this BareMetalHost. Overrides auto-generated mirror/registry config. Use sparingly — prefer cluster.mirrors for registry mirroring.,https://docs.openshift.com/container-platform/4.21/installing/install_config/installing-customizing.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.installerArgs",Installer Arguments,"Extra coreos-installer arguments passed to the assisted agent at install time (JSON array string, e.g. '[""-n""]'). Use for custom kernel arguments or disk selection.",https://docs.openshift.com/container-platform/4.21/installing/installing_with_agent_based_installer/preparing-to-install-with-agent-based-installer.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.network",Network,Host-specific network configuration.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.network.interfaces",Interfaces,Physical network interfaces on the host.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.role",Role,"Node role: control (control-plane), worker, or bootstrap.",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-requirements-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.storage",Storage,Disk hints for OS installation.,https://docs.redhat.com/en/documentation/openshift_container_platform/4.21/html/installing_an_on-premise_cluster_with_the_agent-based_installer/preparing-to-install-with-agent-based-installer#root-device-hints_preparing-to-install-with-agent-based-installer,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.storage.os",OS Disk,,https://docs.redhat.com/en/documentation/openshift_container_platform/4.21/html/installing_an_on-premise_cluster_with_the_agent-based_installer/preparing-to-install-with-agent-based-installer#root-device-hints_preparing-to-install-with-agent-based-installer,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.storage.os.<anyOf[0]>.wwn",WWN,World Wide Name identifier.,https://docs.redhat.com/en/documentation/openshift_container_platform/4.21/html/installing_an_on-premise_cluster_with_the_agent-based_installer/preparing-to-install-with-agent-based-installer#root-device-hints_preparing-to-install-with-agent-based-installer,
schema/clusterfile.schema.json,"hosts.^[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?(\.[a-zA-Z0-9]([a-zA-Z0-9-]{0,61}[a-zA-Z0-9])?)*$.zone",Availability Zone,"Logical availability zone for this node. Injected as the 'topology.kubernetes.io/zone' node label — used by ODF rack awareness, scheduler topology constraints, and placement policies.",https://docs.openshift.com/container-platform/4.21/storage/persistent_storage/persistent_storage_local/persistent-storage-using-lvms.html,
schema/clusterfile.schema.json,network,Network,Network configuration for cluster and node networking.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-network-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,network.cluster,Cluster Network,Pod network CIDR and per-node allocation.,https://docs.openshift.com/container-platform/4.21/networking/cluster-network-operator.html,
schema/clusterfile.schema.json,network.cluster.hostPrefix,Host Prefix,"Subnet prefix per node (23=/512 pods, 24=/256 pods).",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.cluster.subnet,Pod Network CIDR,IP range for pod networking. Defaults to the OCP standard 10.128.0.0/14.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.dnsResolver,DNS Resolver,DNS resolver configuration.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-dns-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,network.dnsResolver.search,Search Domains,DNS search domains (max 6).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-dns-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,network.domain,Base Domain,"Base DNS domain (e.g., example.com). Cannot be changed after installation.",https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-dns-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,network.nameservers,DNS Servers,DNS server IPs (1-3 recommended).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-dns-user-infra_installing-bare-metal,
schema/clusterfile.schema.json,network.ntpservers,NTP Servers,NTP server addresses (IP or FQDN) injected into the InfraEnv discovery image. Required for bare-metal installs where nodes cannot reach public NTP.,https://docs.openshift.com/container-platform/4.21/installing/installing_with_agent_based_installer/preparing-to-install-with-agent-based-installer.html,
schema/clusterfile.schema.json,network.primary,Primary Network,Primary network settings for cluster communication.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.primary.bond,Bond Mode,"Linux bonding mode (active-backup, balance-rr, etc.). Omit or set false for no bonding.",https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.primary.gateway,Gateway,Default gateway IP address.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.primary.mtu,MTU,"Interface MTU. Select preset, enter custom (576-9216), or disable to omit.",https://docs.openshift.com/container-platform/4.21/networking/changing-cluster-network-mtu.html,
schema/clusterfile.schema.json,network.primary.subnet,Subnet,"Network CIDR (e.g., 192.168.0.0/24).",https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.primary.vips,Virtual IPs,Virtual IPs for API and ingress endpoints.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.primary.vips.api,API VIP,Kubernetes API virtual IP (single or dual-stack array).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.primary.vips.apps,Ingress VIP,Application ingress virtual IP (single or dual-stack array).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.primary.vlan,VLAN ID,VLAN tag for OCP node traffic (1-4094). Omit or set false for untagged.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.proxy,Proxy,Proxy settings for cluster egress traffic.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-configure-proxy_installing-bare-metal,
schema/clusterfile.schema.json,network.proxy.httpProxy,HTTP Proxy,HTTP proxy URL (http://host:port).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-configure-proxy_installing-bare-metal,
schema/clusterfile.schema.json,network.proxy.httpsProxy,HTTPS Proxy,HTTPS proxy URL (http://host:port or https://host:port).,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-configure-proxy_installing-bare-metal,
schema/clusterfile.schema.json,network.proxy.noProxy,No Proxy,Comma-separated hosts/CIDRs that bypass the proxy.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-configure-proxy_installing-bare-metal,
schema/clusterfile.schema.json,network.secondary,Secondary Networks,"Additional networks (storage, OOB, provisioning).",https://docs.openshift.com/container-platform/4.21/networking/multiple_networks/understanding-multiple-networks.html,
schema/clusterfile.schema.json,network.secondary.<items>.bond,Bond Mode,Linux bonding mode. Use false to disable.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.secondary.<items>.mtu,MTU,"Interface MTU. Select preset, enter custom (576-9216), or disable to omit.",https://docs.openshift.com/container-platform/4.21/networking/changing-cluster-network-mtu.html,
schema/clusterfile.schema.json,network.secondary.<items>.name,Network Name,"Logical name (e.g., storage, oob).",https://docs.openshift.com/container-platform/4.21/networking/multiple_networks/understanding-multiple-networks.html,
schema/clusterfile.schema.json,network.secondary.<items>.subnet,Subnet,Network CIDR or 'dhcp' for dynamic.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.secondary.<items>.type,Network Type,NMState interface type.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.secondary.<items>.vlan,VLAN ID,VLAN tag (1-4094). Use false for untagged.,https://docs.openshift.com/container-platform/4.21/networking/k8s_nmstate/k8s-nmstate-about-the-k8s-nmstate-operator.html,
schema/clusterfile.schema.json,network.service,Service Network,Service network CIDR for ClusterIP allocation.,https://docs.openshift.com/container-platform/4.21/networking/cluster-network-operator.html,
schema/clusterfile.schema.json,network.service.subnet,Service CIDR,IP range for Kubernetes Services. Defaults to the OCP standard 172.30.0.0/16.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal/installing-bare-metal.html#installation-bare-metal-config-yaml_installing-bare-metal,
schema/clusterfile.schema.json,network.trustBundle,Trust Bundle,Path to PEM-encoded CA certificate bundle for cluster-wide TLS trust.,https://docs.openshift.com/container-platform/4.21/networking/configuring-a-custom-pki.html,
schema/clusterfile.schema.json,plugins,Plugins,Platform-specific plugin configurations.,https://docs.openshift.com/container-platform/4.21/installing/index.html,
schema/clusterfile.schema.json,plugins.aws,AWS,AWS IPI platform settings.,https://docs.openshift.com/container-platform/4.21/installing/installing_aws/ipi/installing-aws-customizations.html,
schema/clusterfile.schema.json,plugins.azure,Azure,Azure IPI platform settings.,https://docs.openshift.com/container-platform/4.21/installing/installing_azure/ipi/installing-azure-customizations.html,
schema/clusterfile.schema.json,plugins.baremetal,Baremetal,Baremetal platform settings.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html,
schema/clusterfile.schema.json,plugins.baremetal.ironic.host,Host,Default BareMetalHost provisioning behavior applied to all managed cluster hosts.,https://docs.redhat.com/en/documentation/openshift_container_platform/4.21/html/installing_an_on-premise_cluster_with_the_agent-based_installer/preparing-to-install-with-agent-based-installer#root-device-hints_preparing-to-install-with-agent-based-installer,
schema/clusterfile.schema.json,plugins.baremetal.ironic.operator,Operator,Metal3/Ironic operator configuration on the ACM hub. Applied via the Provisioning CR.,https://docs.openshift.com/container-platform/4.21/installing/installing_bare_metal_ipi/ipi-install-installation-workflow.html,
